,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000135624,2447.417504,-0.092586963,0.089931375,0.271313634,0.57049763
ENSG00000135631,1808.119311,-0.025588762,0.101038576,0.779487919,0.924516048
ENSG00000135632,437.9548922,0.141337576,0.103138094,0.134793306,0.381380711
ENSG00000135636,2.947809452,0.028607764,0.254358411,0.646094345,NA
ENSG00000135637,116.1252047,0.108850397,0.173656788,0.410886783,0.705127958
ENSG00000135643,12.25767877,-0.08809249,0.241907387,0.443162834,0.730420402
ENSG00000135655,713.4292201,-0.026496549,0.087699466,0.747279394,0.91268611
ENSG00000135677,9639.578653,0.091704481,0.137992835,0.434984299,0.724121156
ENSG00000135678,856.447171,-1.339258626,0.312529749,1.01E-06,2.70E-05
ENSG00000135679,2120.738455,0.555976682,0.10131907,7.22E-09,3.36E-07
ENSG00000135686,1645.836801,-0.227512959,0.117881657,0.030173813,0.141146135
ENSG00000135697,2.330205766,0.134014496,0.301235122,0.071164109,NA
ENSG00000135698,278.3822018,-0.086251909,0.179959136,0.513497008,0.782853903
ENSG00000135709,1378.228653,0.108757451,0.201909836,0.414034439,0.70844937
ENSG00000135720,3371.69104,-0.023300262,0.072633229,0.739857414,0.909343127
ENSG00000135722,75.05374514,-0.004848375,0.174867851,0.968744236,0.991140472
ENSG00000135723,340.4838983,0.687691467,0.24796664,0.000555348,0.006392144
ENSG00000135736,265.2412232,0.145157107,0.142722875,0.227008781,0.518105074
ENSG00000135740,103.3498935,0.289371426,0.175762223,0.038701881,0.167222032
ENSG00000135744,657.8218908,0.071464209,0.264101843,0.315139524,0.618511163
ENSG00000135747,51.25421803,-0.114704607,0.191050291,0.395366202,0.692753207
ENSG00000135749,539.365607,0.553473551,0.139962318,1.27E-05,0.000258703
ENSG00000135750,62.65600558,-0.0709447,0.251975744,0.451460674,0.736260062
ENSG00000135763,157.3769847,-0.190903411,0.170752655,0.153918096,0.412871505
ENSG00000135766,1544.688191,-0.208030393,0.15450486,0.100910627,0.319782722
ENSG00000135773,2.315085663,0.029801221,0.255435793,0.610815134,NA
ENSG00000135775,446.4944135,0.171676488,0.148284841,0.164168027,0.42844024
ENSG00000135776,303.0202566,-0.330287528,0.108538319,0.000886141,0.009388432
ENSG00000135778,657.1706164,0.359150142,0.138176504,0.002989681,0.024664867
ENSG00000135801,321.0555132,-0.365530764,0.152273731,0.004902075,0.036078466
ENSG00000135821,19610.60666,-2.959686417,0.270932441,5.77E-29,4.75E-26
ENSG00000135823,807.0833801,-0.418046034,0.138832491,0.000655814,0.007343257
ENSG00000135828,366.8271456,-0.017908334,0.206047619,0.884439631,0.96333829
ENSG00000135829,3454.770943,0.015570105,0.10162503,0.869396339,0.957088822
ENSG00000135835,367.9446407,0.009101553,0.106739122,0.926502847,0.97764286
ENSG00000135837,2576.578285,-0.067361278,0.116757398,0.512120869,0.781745618
ENSG00000135838,55.76424883,-0.433789707,0.278797678,0.019548477,0.10307327
ENSG00000135842,2109.00412,0.445054982,0.345133211,0.027734886,0.133281944
ENSG00000135845,327.4091966,-0.244947159,0.137207601,0.037728658,0.16426302
ENSG00000135847,681.9840059,0.298268371,0.112308852,0.003420087,0.027428829
ENSG00000135862,33936.87372,-0.787731286,0.100139223,5.45E-16,8.59E-14
ENSG00000135870,673.1441285,-0.188517178,0.098626853,0.038147103,0.165454142
ENSG00000135899,568.4253772,-0.440040197,0.192386648,0.004494755,0.033788994
ENSG00000135900,325.4538088,-0.045230578,0.105527413,0.638130315,0.856688174
ENSG00000135905,516.5060027,-0.017037117,0.175747543,0.893619472,0.967411856
ENSG00000135912,226.1379007,-0.031319295,0.152903995,0.799230399,0.933388587
ENSG00000135913,112.0129712,0.139136105,0.183423316,0.300310589,0.603146326
ENSG00000135914,10.29242581,0.054184871,0.244407439,0.580304213,0.821744377
ENSG00000135916,3712.955002,0.015367081,0.109349663,0.858935116,0.954624103
ENSG00000135917,50.64008568,-1.175160642,0.419165657,0.000251961,0.00331606
ENSG00000135919,9376.14301,0.299911587,0.311568596,0.075292514,0.263216206
ENSG00000135924,1856.00958,0.209770001,0.098786062,0.021312293,0.109879003
ENSG00000135926,5280.36158,-0.496885012,0.134614448,4.32E-05,0.000736573
ENSG00000135929,1087.972182,0.036317779,0.146750635,0.765925122,0.919445099
ENSG00000135930,1092.055499,-0.197550153,0.116451663,0.057459039,0.220781636
ENSG00000135931,1021.774203,-0.309756403,0.299239208,0.067270659,0.244175686
ENSG00000135932,1677.56496,-0.258510131,0.127981398,0.021251542,0.109628185
ENSG00000135940,1051.503186,-0.079428226,0.108996756,0.420982212,0.713582014
ENSG00000135945,397.7023202,0.175379776,0.099640495,0.055939436,0.216669762
ENSG00000135951,35.28545022,0.078980362,0.207464438,0.548331687,0.803578236
ENSG00000135953,189.6644392,-0.039086061,0.148625465,0.747646563,0.91268611
ENSG00000135956,2376.10202,-0.315286405,0.102860523,0.000878902,0.009317186
ENSG00000135966,665.3985603,-0.149266064,0.107386254,0.127845232,0.36922877
ENSG00000135968,1340.845219,0.073358588,0.139120349,0.53536349,0.794442451
ENSG00000135972,203.7875007,0.092426711,0.128069549,0.407758228,0.702246945
ENSG00000135974,529.4377657,0.056896356,0.082548583,0.467631702,0.748351165
ENSG00000135976,398.11499,0.496262939,0.116892059,4.54E-06,0.000103267
ENSG00000135999,604.8202652,0.107536544,0.089021556,0.1978513,0.477674839
ENSG00000136002,25.60272722,0.128537501,0.233641593,0.33538153,0.640240479
ENSG00000136003,2540.821596,0.059489824,0.128862049,0.598282858,0.833647942
ENSG00000136010,2110.778809,0.237154791,0.129203006,0.035841493,0.159281431
ENSG00000136011,4.274030883,-0.081788221,0.260559009,0.34793931,NA
ENSG00000136014,230.1346356,-0.415576898,0.171842268,0.003617984,0.028623155
ENSG00000136021,1166.732563,0.012598987,0.08539574,0.878739144,0.960953526
ENSG00000136026,4115.824729,0.188759608,0.132604065,0.100127175,0.318078912
ENSG00000136040,4326.889935,0.00491233,0.186731562,0.97259848,0.992572909
ENSG00000136044,2487.114503,0.012853919,0.168864823,0.922498029,0.97644875
ENSG00000136045,906.5612812,-0.139670664,0.09309888,0.106803886,0.331322304
ENSG00000136048,5537.591494,0.14968051,0.183041505,0.273321653,0.572789866
ENSG00000136051,2086.227291,-0.310692414,0.115359506,0.002869323,0.023922468
ENSG00000136052,348.2256654,0.809835442,0.298850005,0.000505966,0.005929223
ENSG00000136059,153.6706891,0.144582302,0.181340201,0.286214308,0.587507889
ENSG00000136068,1956.046187,-0.321739876,0.204761944,0.035364986,0.157887494
ENSG00000136098,223.9518443,-0.127570354,0.169823985,0.330480659,0.635057075
ENSG00000136100,801.9737517,-0.242808746,0.112834413,0.016960055,0.093000276
ENSG00000136104,279.1815158,0.071051602,0.154558094,0.569469626,0.815773006
ENSG00000136108,377.7088253,0.261420567,0.141685895,0.030768,0.143259795
ENSG00000136111,694.18281,-0.492676933,0.163698082,0.000479849,0.005685693
ENSG00000136114,118.8555027,-0.086872614,0.222809867,0.493984925,0.768893375
ENSG00000136122,55.3067839,-0.221460344,0.191205365,0.119581873,0.35463493
ENSG00000136141,516.2063057,0.570628425,0.136402533,4.61E-06,0.000104617
ENSG00000136143,697.7282181,0.052229782,0.088574959,0.531204066,0.79227991
ENSG00000136144,905.1807988,0.18815594,0.134444628,0.104572558,0.327435366
ENSG00000136146,420.3690161,-0.148317784,0.109250528,0.1330505,0.378886498
ENSG00000136147,494.2222563,-0.138409011,0.112139376,0.169948957,0.437166726
ENSG00000136149,1111.574141,-0.01988934,0.105013628,0.835133852,0.946638303
ENSG00000136152,531.6146539,0.031082063,0.089845404,0.712971723,0.897846014
ENSG00000136153,3106.011806,-0.195497125,0.246381064,0.18612659,0.460160401
ENSG00000136156,15036.37952,-0.45835666,0.15216759,0.000544541,0.00628373
ENSG00000136158,250.4931353,-0.548243766,0.200786486,0.000908068,0.009542619
ENSG00000136159,178.9417101,0.015539122,0.150683852,0.900548616,0.969632749
ENSG00000136160,619.7186724,-0.073304583,0.256219097,0.399512004,0.695365642
ENSG00000136161,307.8217834,-0.175264121,0.124396792,0.108414013,0.334150505
ENSG00000136167,6.24236347,0.040752021,0.259383457,0.431751537,0.722241771
ENSG00000136169,443.1140284,0.018640986,0.097662632,0.837545994,0.947200047
ENSG00000136193,4945.237237,-0.387876103,0.137007046,0.001304284,0.012814377
ENSG00000136197,6.581149061,0.009774296,0.239575909,0.918023224,0.975645377
ENSG00000136205,8721.25853,0.019723275,0.158177775,0.905462875,0.971259136
ENSG00000136206,15.77687905,0.017537557,0.22733937,0.876264564,0.96009471
ENSG00000136213,369.6759721,-0.264623221,0.143432829,0.030101734,0.141007456
ENSG00000136231,246.2662869,-0.070897858,0.233698064,0.540830261,0.797316448
ENSG00000136235,26385.52854,0.387622001,0.076981822,1.47E-07,4.97E-06
ENSG00000136237,98.51840973,-2.575502422,0.533320068,5.84E-08,2.19E-06
ENSG00000136238,4909.107896,-0.316360592,0.073432244,7.01E-06,0.00015157
ENSG00000136240,4566.088629,-0.004627833,0.095226555,0.95853245,0.987868047
ENSG00000136243,253.5433648,-0.067226343,0.118411503,0.52226187,0.787762742
ENSG00000136244,112.3506537,0.197783491,0.286198367,0.158256674,0.41941361
ENSG00000136247,466.2192304,-0.074465262,0.089764173,0.375625033,0.675923592
ENSG00000136261,340.5433672,0.419098177,0.224270638,0.012483723,0.074250695
ENSG00000136267,8.399203121,0.164134757,0.338955455,0.005287815,0.038243252
ENSG00000136270,569.1956843,-0.47987733,0.131278592,5.33E-05,0.000877633
ENSG00000136271,745.4859151,-0.156827286,0.102474425,0.094054937,0.305320426
ENSG00000136273,229.3758389,-0.025505445,0.135481449,0.824633566,0.943115101
ENSG00000136274,581.7088342,0.148187872,0.148697072,0.227976793,0.519725124
ENSG00000136275,2.454883943,0.038108234,0.258099227,0.479555664,NA
ENSG00000136279,1856.100641,-0.020536082,0.106992616,0.832177606,0.945681559
ENSG00000136280,648.624141,-0.064617861,0.089298686,0.440248424,0.728134078
ENSG00000136295,2212.569745,0.621766234,0.230581904,0.000812262,0.008748961
ENSG00000136319,227.6155037,0.1343861,0.13923268,0.257720122,0.555252165
ENSG00000136367,52.38922025,0.512592779,0.26256399,0.006939797,0.047126812
ENSG00000136371,11.76368369,0.017017906,0.233278982,0.87363352,0.959075227
ENSG00000136378,1777.262734,-0.605025247,0.275033316,0.00286323,0.023884275
ENSG00000136379,506.0080507,-0.553414885,0.143331691,1.84E-05,0.000355998
ENSG00000136381,1117.007632,-0.057617102,0.078023456,0.446185302,0.733051214
ENSG00000136383,68.7850078,-2.843982748,0.548313117,9.32E-09,4.28E-07
ENSG00000136404,92.6420595,-0.156125643,0.211834788,0.267895626,0.566596435
ENSG00000136425,47.5438077,0.22201789,0.235537279,0.142141589,0.394379654
ENSG00000136436,3129.109387,-1.098145434,0.184097603,1.73E-10,1.16E-08
ENSG00000136444,442.2875842,0.201958695,0.164800088,0.12541589,0.365064217
ENSG00000136448,3054.168265,-0.040778023,0.090933122,0.630212674,0.851929788
ENSG00000136449,29.9037507,-0.005335126,0.223648162,0.960415827,0.988561918
ENSG00000136450,1935.075656,0.006252413,0.104754522,0.946999456,0.983951479
ENSG00000136451,1667.815294,-0.146685461,0.091669418,0.086140124,0.287880581
ENSG00000136457,13.87101115,0.064278914,0.232622049,0.578632303,0.821181801
ENSG00000136463,237.2829371,0.067836781,0.116365531,0.515007138,0.783604965
ENSG00000136478,3701.453393,-1.423365683,0.220133381,5.87E-12,5.43E-10
ENSG00000136485,1767.900388,-0.099613686,0.105754737,0.296694235,0.599362252
ENSG00000136490,63.30742395,0.122322955,0.168954103,0.351417253,0.655002713
ENSG00000136492,72.34105571,-0.113881805,0.177918572,0.392195115,0.690258666
ENSG00000136504,629.3180055,0.161782353,0.091084484,0.057115164,0.219926764
ENSG00000136514,54.75793671,0.12907697,0.256093019,0.292522911,0.594156439
ENSG00000136518,369.8353118,0.006301563,0.129274479,0.95655759,0.987363454
ENSG00000136521,761.5308634,-0.02289824,0.098452151,0.805947096,0.93521644
ENSG00000136522,325.7246129,-0.087139256,0.134645001,0.448886804,0.734797273
ENSG00000136527,1334.233719,0.028851629,0.080406395,0.705507284,0.895137998
ENSG00000136531,267.9339235,0.384864987,0.436187157,0.038995067,0.167728784
ENSG00000136536,1491.478635,0.056038454,0.107475393,0.567475178,0.814203516
ENSG00000136542,2591.521119,0.105128884,0.199046572,0.447669065,0.734041131
ENSG00000136546,4991.143028,-1.199984919,0.418695831,0.000200685,0.002731641
ENSG00000136560,1185.696535,-0.51262266,0.096760974,2.32E-08,9.60E-07
ENSG00000136603,844.486137,0.109307627,0.138300382,0.35266801,0.655984223
ENSG00000136628,2670.910968,0.251701655,0.102326034,0.007438051,0.049780263
ENSG00000136630,328.4477132,-0.269533481,0.152406006,0.033990813,0.153607274
ENSG00000136631,710.0063208,0.163078507,0.087259433,0.046662012,0.191045348
ENSG00000136636,1586.404315,0.189417089,0.113205953,0.062081379,0.231722614
ENSG00000136643,709.5821829,0.237455238,0.09539816,0.007351197,0.049308272
ENSG00000136653,215.8219583,-0.122510665,0.190643022,0.366633515,0.668104948
ENSG00000136682,578.7422355,-0.063660928,0.129063483,0.56890794,0.815406419
ENSG00000136689,1.244551727,0.091011893,0.281601273,0.022410619,NA
ENSG00000136699,1187.210115,0.023720108,0.072351273,0.733472263,0.906971622
ENSG00000136709,936.7612368,-0.203141233,0.099080677,0.026082908,0.127473438
ENSG00000136710,637.3136179,0.051211075,0.099240912,0.577676299,0.820779666
ENSG00000136715,639.5165432,0.235870891,0.118031717,0.025329905,0.124796939
ENSG00000136717,727.0849085,0.373546243,0.235645943,0.025833806,0.126666054
ENSG00000136718,510.6917416,-0.262697813,0.109909911,0.008480672,0.055089397
ENSG00000136720,1470.275972,-0.44316645,0.163228752,0.001438982,0.01384495
ENSG00000136731,2668.151454,0.059094397,0.101858952,0.529392386,0.791435955
ENSG00000136732,1258.273904,0.240946394,0.164167274,0.069620235,0.249829829
ENSG00000136738,826.3091954,0.133792814,0.120072916,0.209094551,0.493797479
ENSG00000136754,1142.5481,-0.155180569,0.11566245,0.132194866,0.377193257
ENSG00000136758,3258.356873,-0.057613051,0.079235031,0.435846266,0.724758357
ENSG00000136770,542.6784628,0.077125652,0.10838857,0.433875625,0.723734271
ENSG00000136783,283.3473176,-0.461605812,0.144777264,0.000301467,0.003851677
ENSG00000136802,1350.139668,0.079811769,0.097402236,0.401714895,0.697113865
ENSG00000136807,836.1497739,-0.174697011,0.111697201,0.083153512,0.281745311
ENSG00000136810,2785.850158,-0.005557569,0.127622093,0.958689012,0.987917004
ENSG00000136811,508.4440142,0.05738888,0.117598389,0.585292394,0.824680534
ENSG00000136813,2851.769911,-0.276715272,0.115867827,0.007905173,0.052041431
ENSG00000136816,788.5212706,-0.185506772,0.128624179,0.097501417,0.312477121
ENSG00000136819,827.9224474,-0.084504454,0.083520249,0.283970383,0.585106139
ENSG00000136824,538.1928565,0.092595583,0.11463417,0.368786264,0.669603202
ENSG00000136826,1268.21669,0.487571936,0.328064954,0.016430296,0.090974229
ENSG00000136827,967.7494325,-0.234902807,0.093715741,0.007016046,0.047517648
ENSG00000136828,103.9529397,0.344645902,0.177029405,0.015749977,0.087905831
ENSG00000136830,17998.20503,-0.629367332,0.116915059,9.50E-09,4.34E-07
ENSG00000136840,389.6082465,-0.195434393,0.173653153,0.147642353,0.403252813
ENSG00000136842,80.85729121,0.065142971,0.23913933,0.5526998,0.806220795
ENSG00000136848,1573.331706,0.173408133,0.140798378,0.14753178,0.403039589
ENSG00000136854,1316.605086,0.073127861,0.113071155,0.473077792,0.751820207
ENSG00000136856,143.3592617,0.014774646,0.162298215,0.908517591,0.972118098
ENSG00000136859,6422.077058,0.837215913,0.140382547,2.43E-10,1.59E-08
ENSG00000136861,1686.95743,0.205274734,0.142618884,0.088831598,0.294001107
ENSG00000136866,59.95289618,0.240484886,0.218480563,0.111502413,0.339659978
ENSG00000136867,5.160960203,-0.054246327,0.25075233,0.530150522,0.791914244
ENSG00000136868,1056.646584,-0.360231271,0.146852768,0.004359907,0.03298056
ENSG00000136869,280.4244939,-0.252455735,0.315514139,0.099691583,0.317028682
ENSG00000136870,332.1475168,0.236870157,0.11677063,0.02343591,0.117810318
ENSG00000136872,2.912264193,-0.000608811,0.248919967,0.992068316,NA
ENSG00000136874,341.8871601,-0.082628787,0.136295408,0.476035044,0.754534287
ENSG00000136875,497.6794233,0.00720849,0.110941613,0.943231079,0.982774377
ENSG00000136877,1049.246437,-0.619632208,0.08135854,3.92E-15,5.55E-13
ENSG00000136878,536.2674982,0.162927618,0.102807215,0.083771009,0.283201973
ENSG00000136888,1069.324707,0.136290353,0.095380588,0.123838981,0.362121057
ENSG00000136891,626.33237,-0.009629693,0.10765419,0.916358872,0.975306879
ENSG00000136895,51.61624908,0.252314745,0.218990601,0.097268876,0.311952599
ENSG00000136897,259.9299829,-0.130093451,0.131614096,0.251713099,0.548309032
ENSG00000136908,386.9102706,-0.162597792,0.102577801,0.083554122,0.282626964
ENSG00000136925,298.9753921,0.340353853,0.116821272,0.001300327,0.012782434
ENSG00000136928,139.8098651,-0.359387626,0.49396068,0.035795018,0.15919175
ENSG00000136930,2004.050254,0.152553023,0.086783484,0.061606102,0.230555204
ENSG00000136932,149.0692906,0.092686413,0.137311784,0.428776643,0.71973842
ENSG00000136933,359.1057171,-0.006724784,0.158675198,0.955878191,0.987239269
ENSG00000136935,700.8339637,0.067861459,0.08394482,0.393242187,0.69107312
ENSG00000136936,205.6645381,0.099448837,0.149094744,0.418107233,0.711116375
ENSG00000136937,808.8590787,0.177560533,0.129507567,0.11545355,0.346303305
ENSG00000136938,2354.033741,-0.083735456,0.092878008,0.331069862,0.635717296
ENSG00000136940,447.8606378,-0.020794834,0.12987766,0.852133486,0.952444932
ENSG00000136942,4725.55012,0.017351055,0.163694911,0.889528273,0.965616559
ENSG00000136943,2.172543127,-0.020989719,0.253598101,0.727635504,NA
ENSG00000136950,364.2476741,0.002607499,0.096905788,0.976162005,0.993538378
ENSG00000136960,464.3007752,0.443309944,0.556988663,0.026994856,0.13073699
ENSG00000136982,80.3940915,-0.010377755,0.210147222,0.93133953,0.979057576
ENSG00000136986,1285.119795,-0.28832304,0.100421749,0.001878368,0.017100703
ENSG00000136997,743.7968089,-0.813937638,0.130523534,4.58E-11,3.56E-09
ENSG00000136999,435.6999711,2.492659565,0.339091953,9.29E-15,1.25E-12
ENSG00000137033,871.4773931,0.112795617,0.213134677,0.405007859,0.699745125
ENSG00000137038,341.0437944,-0.093056394,0.136517687,0.422585143,0.71449242
ENSG00000137040,465.7185786,0.093571573,0.11405672,0.36115632,0.663410862
ENSG00000137054,425.1424187,0.100781247,0.1701229,0.442113109,0.729163411
ENSG00000137055,588.6508929,0.038294097,0.108360073,0.700711403,0.892741806
