GO.ID	Term	Annotated	Significant	Expected	weight01
GO:0019377	glycolipid catabolic process	17	0	1.13	1.00000
GO:0019405	alditol catabolic process	6	0	0.4	1.00000
GO:0019532	oxalate transport	7	0	0.47	1.00000
GO:0019614	catechol-containing compound catabolic p...	7	0	0.47	1.00000
GO:0019626	short-chain fatty acid catabolic process	6	0	0.4	1.00000
GO:0019627	urea metabolic process	8	0	0.53	1.00000
GO:0019646	aerobic electron transport chain	86	0	5.73	1.00000
GO:0019673	GDP-mannose metabolic process	10	0	0.67	1.00000
GO:0019720	Mo-molybdopterin cofactor metabolic proc...	6	0	0.4	1.00000
GO:0019856	pyrimidine nucleobase biosynthetic proce...	8	0	0.53	1.00000
GO:0019933	cAMP-mediated signaling	6	0	0.4	1.00000
GO:0021516	dorsal spinal cord development	8	0	0.53	1.00000
GO:0021540	corpus callosum morphogenesis	7	0	0.47	1.00000
GO:0021548	pons development	7	0	0.47	1.00000
GO:0021762	substantia nigra development	41	0	2.73	1.00000
GO:0021814	cell motility involved in cerebral corte...	6	0	0.4	1.00000
GO:0021932	hindbrain radial glia guided cell migrat...	7	0	0.47	1.00000
GO:0021978	telencephalon regionalization	6	0	0.4	1.00000
GO:0022401	negative adaptation of signaling pathway	12	0	0.8	1.00000
GO:0022618	protein-RNA complex assembly	189	0	12.6	1.00000
GO:0022900	electron transport chain	114	0	7.6	1.00000
GO:0022904	respiratory electron transport chain	106	0	7.07	1.00000
GO:0023035	CD40 signaling pathway	13	0	0.87	1.00000
GO:0023058	adaptation of signaling pathway	12	0	0.8	1.00000
GO:0030011	maintenance of cell polarity	10	0	0.67	1.00000
GO:0030049	muscle filament sliding	7	0	0.47	1.00000
GO:0030070	insulin processing	8	0	0.53	1.00000
GO:0030091	protein repair	7	0	0.47	1.00000
GO:0030150	protein import into mitochondrial matrix	21	0	1.4	1.00000
GO:0030157	pancreatic juice secretion	9	0	0.6	1.00000
GO:0030167	proteoglycan catabolic process	15	0	1	1.00000
GO:0030200	heparan sulfate proteoglycan catabolic p...	10	0	0.67	1.00000
GO:0030213	hyaluronan biosynthetic process	9	0	0.6	1.00000
GO:0030214	hyaluronan catabolic process	13	0	0.87	1.00000
GO:0030252	growth hormone secretion	9	0	0.6	1.00000
GO:0030397	membrane disassembly	15	0	1	1.00000
GO:0030422	siRNA processing	7	0	0.47	1.00000
GO:0030449	regulation of complement activation	11	0	0.73	1.00000
GO:0030490	maturation of SSU-rRNA	53	0	3.53	1.00000
GO:0030497	fatty acid elongation	13	0	0.87	1.00000
GO:0030575	nuclear body organization	14	0	0.93	1.00000
GO:0030578	PML body organization	6	0	0.4	1.00000
GO:0030728	ovulation	13	0	0.87	1.00000
GO:0030808	regulation of nucleotide biosynthetic pr...	18	0	1.2	1.00000
GO:0030810	positive regulation of nucleotide biosyn...	12	0	0.8	1.00000
GO:0030948	negative regulation of vascular endothel...	10	0	0.67	1.00000
GO:0030952	establishment or maintenance of cytoskel...	7	0	0.47	1.00000
GO:0030953	astral microtubule organization	11	0	0.73	1.00000
GO:0030970	retrograde protein transport, ER to cyto...	28	0	1.87	1.00000
GO:0031017	exocrine pancreas development	6	0	0.4	1.00000
GO:0031033	myosin filament organization	6	0	0.4	1.00000
GO:0031054	pre-miRNA processing	15	0	1	1.00000
GO:0031115	negative regulation of microtubule polym...	10	0	0.67	1.00000
GO:0031118	rRNA pseudouridine synthesis	9	0	0.6	1.00000
GO:0031119	tRNA pseudouridine synthesis	6	0	0.4	1.00000
GO:0031125	rRNA 3'-end processing	10	0	0.67	1.00000
GO:0031126	sno(s)RNA 3'-end processing	12	0	0.8	1.00000
GO:0031145	anaphase-promoting complex-dependent cat...	23	0	1.53	1.00000
GO:0031163	metallo-sulfur cluster assembly	25	0	1.67	1.00000
GO:0031167	rRNA methylation	24	0	1.6	1.00000
GO:0031204	post-translational protein targeting to ...	7	0	0.47	1.00000
GO:0031268	pseudopodium organization	13	0	0.87	1.00000
GO:0031269	pseudopodium assembly	13	0	0.87	1.00000
GO:0031272	regulation of pseudopodium assembly	12	0	0.8	1.00000
GO:0031274	positive regulation of pseudopodium asse...	12	0	0.8	1.00000
GO:0031293	membrane protein intracellular domain pr...	12	0	0.8	1.00000
GO:0031365	N-terminal protein amino acid modificati...	16	0	1.07	1.00000
GO:0031445	regulation of heterochromatin formation	8	0	0.53	1.00000
GO:0031468	nuclear membrane reassembly	24	0	1.6	1.00000
GO:0031554	regulation of termination of DNA-templat...	7	0	0.47	1.00000
GO:0031642	negative regulation of myelination	8	0	0.53	1.00000
GO:0031648	protein destabilization	55	0	3.67	1.00000
GO:0031665	negative regulation of lipopolysaccharid...	9	0	0.6	1.00000
GO:0031848	protection from non-homologous end joini...	10	0	0.67	1.00000
GO:0031998	regulation of fatty acid beta-oxidation	15	0	1	1.00000
GO:0032000	positive regulation of fatty acid beta-o...	8	0	0.53	1.00000
GO:0032025	response to cobalt ion	10	0	0.67	1.00000
GO:0032048	cardiolipin metabolic process	13	0	0.87	1.00000
GO:0032056	positive regulation of translation in re...	7	0	0.47	1.00000
GO:0032071	regulation of endodeoxyribonuclease acti...	6	0	0.4	1.00000
GO:0032092	positive regulation of protein binding	10	0	0.67	1.00000
GO:0032205	negative regulation of telomere maintena...	38	0	2.53	1.00000
GO:0032210	regulation of telomere maintenance via t...	44	0	2.93	1.00000
GO:0032211	negative regulation of telomere maintena...	21	0	1.4	1.00000
GO:0032212	positive regulation of telomere maintena...	23	0	1.53	1.00000
GO:0032252	secretory granule localization	19	0	1.27	1.00000
GO:0032253	dense core granule localization	18	0	1.2	1.00000
GO:0032274	gonadotropin secretion	11	0	0.73	1.00000
GO:0032275	luteinizing hormone secretion	6	0	0.4	1.00000
GO:0032276	regulation of gonadotropin secretion	7	0	0.47	1.00000
GO:0032287	peripheral nervous system myelin mainten...	8	0	0.53	1.00000
GO:0032324	molybdopterin cofactor biosynthetic proc...	6	0	0.4	1.00000
GO:0032341	aldosterone metabolic process	8	0	0.53	1.00000
GO:0032342	aldosterone biosynthetic process	7	0	0.47	1.00000
GO:0032344	regulation of aldosterone metabolic proc...	6	0	0.4	1.00000
GO:0032347	regulation of aldosterone biosynthetic p...	6	0	0.4	1.00000
GO:0032352	positive regulation of hormone metabolic...	9	0	0.6	1.00000
GO:0032369	negative regulation of lipid transport	22	0	1.47	1.00000
GO:0032372	negative regulation of sterol transport	7	0	0.47	1.00000
GO:0032375	negative regulation of cholesterol trans...	7	0	0.47	1.00000
GO:0032377	regulation of intracellular lipid transp...	9	0	0.6	1.00000
GO:0032380	regulation of intracellular sterol trans...	8	0	0.53	1.00000
GO:0032383	regulation of intracellular cholesterol ...	8	0	0.53	1.00000
GO:0032392	DNA geometric change	8	0	0.53	1.00000
GO:0032438	melanosome organization	36	0	2.4	1.00000
GO:0032459	regulation of protein oligomerization	7	0	0.47	1.00000
GO:0032469	endoplasmic reticulum calcium ion homeos...	24	0	1.6	1.00000
GO:0032471	negative regulation of endoplasmic retic...	6	0	0.4	1.00000
GO:0032482	Rab protein signal transduction	23	0	1.53	1.00000
GO:0032483	regulation of Rab protein signal transdu...	7	0	0.47	1.00000
GO:0032484	Ral protein signal transduction	6	0	0.4	1.00000
GO:0032488	Cdc42 protein signal transduction	10	0	0.67	1.00000
GO:0032489	regulation of Cdc42 protein signal trans...	7	0	0.47	1.00000
GO:0032493	response to bacterial lipoprotein	9	0	0.6	1.00000
GO:0032494	response to peptidoglycan	7	0	0.47	1.00000
GO:0032510	endosome to lysosome transport via multi...	17	0	1.13	1.00000
GO:0032536	regulation of cell projection size	6	0	0.4	1.00000
GO:0032594	protein transport within lipid bilayer	6	0	0.4	1.00000
GO:0032627	interleukin-23 production	6	0	0.4	1.00000
GO:0032667	regulation of interleukin-23 production	6	0	0.4	1.00000
GO:0032688	negative regulation of interferon-beta p...	15	0	1	1.00000
GO:0032703	negative regulation of interleukin-2 pro...	16	0	1.07	1.00000
GO:0032780	negative regulation of ATP-dependent act...	9	0	0.6	1.00000
GO:0032786	positive regulation of DNA-templated tra...	62	0	4.13	1.00000
GO:0032790	ribosome disassembly	45	0	3	1.00000
GO:0032817	regulation of natural killer cell prolif...	9	0	0.6	1.00000
GO:0032819	positive regulation of natural killer ce...	7	0	0.47	1.00000
GO:0032885	regulation of polysaccharide biosyntheti...	31	0	2.07	1.00000
GO:0032897	negative regulation of viral transcripti...	15	0	1	1.00000
GO:0032927	positive regulation of activin receptor ...	6	0	0.4	1.00000
GO:0032954	regulation of cytokinetic process	7	0	0.47	1.00000
GO:0032968	positive regulation of transcription elo...	55	0	3.67	1.00000
GO:0032981	mitochondrial respiratory chain complex ...	40	0	2.67	1.00000
GO:0032988	protein-RNA complex disassembly	9	0	0.6	1.00000
GO:0033108	mitochondrial respiratory chain complex ...	96	0	6.4	1.00000
GO:0033119	negative regulation of RNA splicing	25	0	1.67	1.00000
GO:0033120	positive regulation of RNA splicing	36	0	2.4	1.00000
GO:0033145	positive regulation of intracellular ste...	14	0	0.93	1.00000
GO:0033148	positive regulation of intracellular est...	11	0	0.73	1.00000
GO:0033151	V(D)J recombination	14	0	0.93	1.00000
GO:0033152	immunoglobulin V(D)J recombination	7	0	0.47	1.00000
GO:0033194	response to hydroperoxide	16	0	1.07	1.00000
GO:0033210	leptin-mediated signaling pathway	9	0	0.6	1.00000
GO:0033211	adiponectin-activated signaling pathway	7	0	0.47	1.00000
GO:0033212	iron import into cell	9	0	0.6	1.00000
GO:0033234	negative regulation of protein sumoylati...	8	0	0.53	1.00000
GO:0033238	regulation of amine metabolic process	16	0	1.07	1.00000
GO:0033240	positive regulation of amine metabolic p...	6	0	0.4	1.00000
GO:0033262	regulation of nuclear cell cycle DNA rep...	11	0	0.73	1.00000
GO:0033275	actin-myosin filament sliding	7	0	0.47	1.00000
GO:0033299	secretion of lysosomal enzymes	7	0	0.47	1.00000
GO:0033313	meiotic cell cycle checkpoint signaling	8	0	0.53	1.00000
GO:0033539	fatty acid beta-oxidation using acyl-CoA...	11	0	0.73	1.00000
GO:0033540	fatty acid beta-oxidation using acyl-CoA...	13	0	0.87	1.00000
GO:0033572	transferrin transport	10	0	0.67	1.00000
GO:0033601	positive regulation of mammary gland epi...	6	0	0.4	1.00000
GO:0033615	mitochondrial proton-transporting ATP sy...	7	0	0.47	1.00000
GO:0033617	mitochondrial cytochrome c oxidase assem...	26	0	1.73	1.00000
GO:0033623	regulation of integrin activation	11	0	0.73	1.00000
GO:0033625	positive regulation of integrin activati...	6	0	0.4	1.00000
GO:0033629	negative regulation of cell adhesion med...	10	0	0.67	1.00000
GO:0033689	negative regulation of osteoblast prolif...	10	0	0.67	1.00000
GO:0033750	ribosome localization	13	0	0.87	1.00000
GO:0033865	nucleoside bisphosphate metabolic proces...	12	0	0.8	1.00000
GO:0033875	ribonucleoside bisphosphate metabolic pr...	12	0	0.8	1.00000
GO:0034032	purine nucleoside bisphosphate metabolic...	12	0	0.8	1.00000
GO:0034035	purine ribonucleoside bisphosphate metab...	12	0	0.8	1.00000
GO:0034058	endosomal vesicle fusion	16	0	1.07	1.00000
GO:0034085	establishment of sister chromatid cohesi...	9	0	0.6	1.00000
GO:0034086	maintenance of sister chromatid cohesion	13	0	0.87	1.00000
GO:0034087	establishment of mitotic sister chromati...	7	0	0.47	1.00000
GO:0034088	maintenance of mitotic sister chromatid ...	13	0	0.87	1.00000
GO:0034091	regulation of maintenance of sister chro...	9	0	0.6	1.00000
GO:0034093	positive regulation of maintenance of si...	6	0	0.4	1.00000
GO:0034105	positive regulation of tissue remodeling	7	0	0.47	1.00000
GO:0034123	positive regulation of toll-like recepto...	6	0	0.4	1.00000
GO:0034134	toll-like receptor 2 signaling pathway	15	0	1	1.00000
GO:0034135	regulation of toll-like receptor 2 signa...	10	0	0.67	1.00000
GO:0034137	positive regulation of toll-like recepto...	7	0	0.47	1.00000
GO:0034141	positive regulation of toll-like recepto...	6	0	0.4	1.00000
GO:0034154	toll-like receptor 7 signaling pathway	6	0	0.4	1.00000
GO:0034182	regulation of maintenance of mitotic sis...	9	0	0.6	1.00000
GO:0034184	positive regulation of maintenance of mi...	6	0	0.4	1.00000
GO:0034250	positive regulation of amide metabolic p...	25	0	1.67	1.00000
GO:0034309	primary alcohol biosynthetic process	10	0	0.67	1.00000
GO:0034333	adherens junction assembly	14	0	0.93	1.00000
GO:0034342	response to type III interferon	7	0	0.47	1.00000
GO:0034351	negative regulation of glial cell apopto...	9	0	0.6	1.00000
GO:0034370	triglyceride-rich lipoprotein particle r...	6	0	0.4	1.00000
GO:0034372	very-low-density lipoprotein particle re...	6	0	0.4	1.00000
GO:0034379	very-low-density lipoprotein particle as...	8	0	0.53	1.00000
GO:0034397	telomere localization	7	0	0.47	1.00000
GO:0034472	snRNA 3'-end processing	22	0	1.47	1.00000
GO:0034475	U4 snRNA 3'-end processing	8	0	0.53	1.00000
GO:0034486	vacuolar transmembrane transport	8	0	0.53	1.00000
GO:0034497	protein localization to phagophore assem...	16	0	1.07	1.00000
GO:0034498	early endosome to Golgi transport	13	0	0.87	1.00000
GO:0034501	protein localization to kinetochore	15	0	1	1.00000
GO:0034551	mitochondrial respiratory chain complex ...	14	0	0.93	1.00000
GO:0034625	fatty acid elongation, monounsaturated f...	6	0	0.4	1.00000
GO:0034626	fatty acid elongation, polyunsaturated f...	6	0	0.4	1.00000
GO:0034651	cortisol biosynthetic process	6	0	0.4	1.00000
GO:0034727	piecemeal microautophagy of the nucleus	17	0	1.13	1.00000
GO:0034755	iron ion transmembrane transport	21	0	1.4	1.00000
GO:0034975	protein folding in endoplasmic reticulum	10	0	0.67	1.00000
GO:0034982	mitochondrial protein processing	13	0	0.87	1.00000
GO:0035022	positive regulation of Rac protein signa...	14	0	0.93	1.00000
GO:0035092	sperm DNA condensation	9	0	0.6	1.00000
GO:0035234	ectopic germ cell programmed cell death	12	0	0.8	1.00000
GO:0035269	protein O-linked glycosylation via manno...	17	0	1.13	1.00000
GO:0035278	miRNA-mediated gene silencing by inhibit...	20	0	1.33	1.00000
GO:0035279	miRNA-mediated gene silencing by mRNA de...	11	0	0.73	1.00000
GO:0035332	positive regulation of hippo signaling	18	0	1.2	1.00000
GO:0035335	peptidyl-tyrosine dephosphorylation	17	0	1.13	1.00000
GO:0035336	long-chain fatty-acyl-CoA metabolic proc...	23	0	1.53	1.00000
GO:0035337	fatty-acyl-CoA metabolic process	38	0	2.53	1.00000
GO:0035338	long-chain fatty-acyl-CoA biosynthetic p...	17	0	1.13	1.00000
GO:0035356	intracellular triglyceride homeostasis	9	0	0.6	1.00000
GO:0035359	negative regulation of peroxisome prolif...	6	0	0.4	1.00000
GO:0035434	copper ion transmembrane transport	9	0	0.6	1.00000
GO:0035435	phosphate ion transmembrane transport	10	0	0.67	1.00000
GO:0035455	response to interferon-alpha	18	0	1.2	1.00000
GO:0035457	cellular response to interferon-alpha	8	0	0.53	1.00000
GO:0035519	protein K29-linked ubiquitination	11	0	0.73	1.00000
GO:0035520	monoubiquitinated protein deubiquitinati...	9	0	0.6	1.00000
GO:0035524	proline transmembrane transport	6	0	0.4	1.00000
GO:0035563	positive regulation of chromatin binding	7	0	0.47	1.00000
GO:0035581	sequestering of extracellular ligand fro...	8	0	0.53	1.00000
GO:0035617	stress granule disassembly	7	0	0.47	1.00000
GO:0035630	bone mineralization involved in bone mat...	7	0	0.47	1.00000
GO:0035635	entry of bacterium into host cell	6	0	0.4	1.00000
GO:0035646	endosome to melanosome transport	10	0	0.67	1.00000
GO:0035652	clathrin-coated vesicle cargo loading	7	0	0.47	1.00000
GO:0035654	clathrin-coated vesicle cargo loading, A...	7	0	0.47	1.00000
GO:0035694	mitochondrial protein catabolic process	10	0	0.67	1.00000
GO:0035721	intraciliary retrograde transport	14	0	0.93	1.00000
GO:0035735	intraciliary transport involved in ciliu...	7	0	0.47	1.00000
GO:0035743	CD4-positive, alpha-beta T cell cytokine...	8	0	0.53	1.00000
GO:0035751	regulation of lysosomal lumen pH	29	0	1.93	1.00000
GO:0035771	interleukin-4-mediated signaling pathway	8	0	0.53	1.00000
GO:0035790	platelet-derived growth factor receptor-...	6	0	0.4	1.00000
GO:0035791	platelet-derived growth factor receptor-...	14	0	0.93	1.00000
GO:0035809	regulation of urine volume	12	0	0.8	1.00000
GO:0035810	positive regulation of urine volume	9	0	0.6	1.00000
GO:0035845	photoreceptor cell outer segment organiz...	10	0	0.67	1.00000
GO:0035865	cellular response to potassium ion	10	0	0.67	1.00000
GO:0035871	protein K11-linked deubiquitination	9	0	0.6	1.00000
GO:0035873	lactate transmembrane transport	6	0	0.4	1.00000
GO:0035891	exit from host cell	26	0	1.73	1.00000
GO:0035933	glucocorticoid secretion	6	0	0.4	1.00000
GO:0035964	COPI-coated vesicle budding	6	0	0.4	1.00000
GO:0036005	response to macrophage colony-stimulatin...	8	0	0.53	1.00000
GO:0036006	cellular response to macrophage colony-s...	7	0	0.47	1.00000
GO:0036015	response to interleukin-3	6	0	0.4	1.00000
GO:0036016	cellular response to interleukin-3	6	0	0.4	1.00000
GO:0036017	response to erythropoietin	11	0	0.73	1.00000
GO:0036018	cellular response to erythropoietin	10	0	0.67	1.00000
GO:0036065	fucosylation	8	0	0.53	1.00000
GO:0036066	protein O-linked glycosylation via fucos...	6	0	0.4	1.00000
GO:0036093	germ cell proliferation	7	0	0.47	1.00000
GO:0036109	alpha-linolenic acid metabolic process	15	0	1	1.00000
GO:0036115	fatty-acyl-CoA catabolic process	6	0	0.4	1.00000
GO:0036120	cellular response to platelet-derived gr...	22	0	1.47	1.00000
GO:0036150	phosphatidylserine acyl-chain remodeling	8	0	0.53	1.00000
GO:0036158	outer dynein arm assembly	12	0	0.8	1.00000
GO:0036260	RNA capping	16	0	1.07	1.00000
GO:0036261	7-methylguanosine cap hypermethylation	8	0	0.53	1.00000
GO:0036265	RNA (guanine-N7)-methylation	8	0	0.53	1.00000
GO:0036295	cellular response to increased oxygen le...	12	0	0.8	1.00000
GO:0036337	Fas signaling pathway	7	0	0.47	1.00000
GO:0036415	regulation of tRNA stability	8	0	0.53	1.00000
GO:0036416	tRNA stabilization	8	0	0.53	1.00000
GO:0036438	maintenance of lens transparency	7	0	0.47	1.00000
GO:0036444	calcium import into the mitochondrion	17	0	1.13	1.00000
GO:0036466	synaptic vesicle recycling via endosome	7	0	0.47	1.00000
GO:0036481	intrinsic apoptotic signaling pathway in...	8	0	0.53	1.00000
GO:0036507	protein demannosylation	17	0	1.13	1.00000
GO:0036508	protein alpha-1,2-demannosylation	17	0	1.13	1.00000
GO:0038026	reelin-mediated signaling pathway	12	0	0.8	1.00000
GO:0038154	interleukin-11-mediated signaling pathwa...	6	0	0.4	1.00000
GO:0038162	erythropoietin-mediated signaling pathwa...	7	0	0.47	1.00000
GO:0038163	thrombopoietin-mediated signaling pathwa...	6	0	0.4	1.00000
GO:0038172	interleukin-33-mediated signaling pathwa...	7	0	0.47	1.00000
GO:0038173	interleukin-17A-mediated signaling pathw...	6	0	0.4	1.00000
GO:0039529	RIG-I signaling pathway	24	0	1.6	1.00000
GO:0039530	MDA-5 signaling pathway	10	0	0.67	1.00000
GO:0039533	regulation of MDA-5 signaling pathway	6	0	0.4	1.00000
GO:0039535	regulation of RIG-I signaling pathway	17	0	1.13	1.00000
GO:0039536	negative regulation of RIG-I signaling p...	8	0	0.53	1.00000
GO:0039692	single stranded viral RNA replication vi...	12	0	0.8	1.00000
GO:0039694	viral RNA genome replication	24	0	1.6	1.00000
GO:0040016	embryonic cleavage	6	0	0.4	1.00000
GO:0040031	snRNA modification	7	0	0.47	1.00000
GO:0042045	epithelial fluid transport	8	0	0.53	1.00000
GO:0042048	olfactory behavior	9	0	0.6	1.00000
GO:0042053	regulation of dopamine metabolic process	13	0	0.87	1.00000
GO:0042059	negative regulation of epidermal growth ...	25	0	1.67	1.00000
GO:0042069	regulation of catecholamine metabolic pr...	14	0	0.93	1.00000
GO:0042117	monocyte activation	7	0	0.47	1.00000
GO:0042148	DNA strand invasion	6	0	0.4	1.00000
GO:0042158	lipoprotein biosynthetic process	38	0	2.53	1.00000
GO:0042219	modified amino acid catabolic process	26	0	1.73	1.00000
GO:0042255	ribosome assembly	53	0	3.53	1.00000
GO:0042256	cytosolic ribosome assembly	9	0	0.6	1.00000
GO:0042262	DNA protection	6	0	0.4	1.00000
GO:0042273	ribosomal large subunit biogenesis	64	0	4.27	1.00000
GO:0042276	error-prone translesion synthesis	12	0	0.8	1.00000
GO:0042350	GDP-L-fucose biosynthetic process	6	0	0.4	1.00000
GO:0042403	thyroid hormone metabolic process	18	0	1.2	1.00000
GO:0042407	cristae formation	19	0	1.27	1.00000
GO:0042420	dopamine catabolic process	7	0	0.47	1.00000
GO:0042424	catecholamine catabolic process	7	0	0.47	1.00000
GO:0042482	positive regulation of odontogenesis	6	0	0.4	1.00000
GO:0042590	antigen processing and presentation of e...	6	0	0.4	1.00000
GO:0042730	fibrinolysis	17	0	1.13	1.00000
GO:0042753	positive regulation of circadian rhythm	10	0	0.67	1.00000
GO:0042761	very long-chain fatty acid biosynthetic ...	11	0	0.73	1.00000
GO:0042773	ATP synthesis coupled electron transport	93	0	6.2	1.00000
GO:0042775	mitochondrial ATP synthesis coupled elec...	93	0	6.2	1.00000
GO:0042776	proton motive force-driven mitochondrial...	67	0	4.47	1.00000
GO:0042780	tRNA 3'-end processing	9	0	0.6	1.00000
GO:0042790	nucleolar large rRNA transcription by RN...	25	0	1.67	1.00000
GO:0042791	5S class rRNA transcription by RNA polym...	6	0	0.4	1.00000
GO:0042795	snRNA transcription by RNA polymerase II	14	0	0.93	1.00000
GO:0042796	snRNA transcription by RNA polymerase II...	9	0	0.6	1.00000
GO:0042797	tRNA transcription by RNA polymerase III	11	0	0.73	1.00000
GO:0042867	pyruvate catabolic process	7	0	0.47	1.00000
GO:0042996	regulation of Golgi to plasma membrane p...	10	0	0.67	1.00000
GO:0043102	amino acid salvage	8	0	0.53	1.00000
GO:0043131	erythrocyte enucleation	6	0	0.4	1.00000
GO:0043144	sno(s)RNA processing	13	0	0.87	1.00000
GO:0043174	nucleoside salvage	12	0	0.8	1.00000
GO:0043217	myelin maintenance	14	0	0.93	1.00000
GO:0043247	telomere maintenance in response to DNA ...	33	0	2.2	1.00000
GO:0043248	proteasome assembly	15	0	1	1.00000
GO:0043249	erythrocyte maturation	19	0	1.27	1.00000
GO:0043299	leukocyte degranulation	47	0	3.13	1.00000
GO:0043300	regulation of leukocyte degranulation	30	0	2	1.00000
GO:0043301	negative regulation of leukocyte degranu...	6	0	0.4	1.00000
GO:0043302	positive regulation of leukocyte degranu...	17	0	1.13	1.00000
GO:0043303	mast cell degranulation	33	0	2.2	1.00000
GO:0043304	regulation of mast cell degranulation	21	0	1.4	1.00000
GO:0043306	positive regulation of mast cell degranu...	9	0	0.6	1.00000
GO:0043312	neutrophil degranulation	7	0	0.47	1.00000
GO:0043320	natural killer cell degranulation	8	0	0.53	1.00000
GO:0043335	protein unfolding	12	0	0.8	1.00000
GO:0043354	enucleate erythrocyte maturation	6	0	0.4	1.00000
GO:0043371	negative regulation of CD4-positive, alp...	19	0	1.27	1.00000
GO:0043416	regulation of skeletal muscle tissue reg...	6	0	0.4	1.00000
GO:0043461	proton-transporting ATP synthase complex...	7	0	0.47	1.00000
GO:0043476	pigment accumulation	12	0	0.8	1.00000
GO:0043482	cellular pigment accumulation	12	0	0.8	1.00000
GO:0043485	endosome to pigment granule transport	10	0	0.67	1.00000
GO:0043490	malate-aspartate shuttle	9	0	0.6	1.00000
GO:0043501	skeletal muscle adaptation	11	0	0.73	1.00000
GO:0043504	mitochondrial DNA repair	7	0	0.47	1.00000
GO:0043507	positive regulation of JUN kinase activi...	11	0	0.73	1.00000
GO:0043518	negative regulation of DNA damage respon...	15	0	1	1.00000
GO:0043545	molybdopterin cofactor metabolic process	6	0	0.4	1.00000
GO:0043558	regulation of translational initiation i...	11	0	0.73	1.00000
GO:0043562	cellular response to nitrogen levels	10	0	0.67	1.00000
GO:0043567	regulation of insulin-like growth factor...	15	0	1	1.00000
GO:0043568	positive regulation of insulin-like grow...	7	0	0.47	1.00000
GO:0043569	negative regulation of insulin-like grow...	6	0	0.4	1.00000
GO:0043570	maintenance of DNA repeat elements	6	0	0.4	1.00000
GO:0043574	peroxisomal transport	21	0	1.4	1.00000
GO:0043622	cortical microtubule organization	9	0	0.6	1.00000
GO:0043651	linoleic acid metabolic process	14	0	0.93	1.00000
GO:0043653	mitochondrial fragmentation involved in ...	9	0	0.6	1.00000
GO:0044029	positive regulation of gene expression v...	9	0	0.6	1.00000
GO:0044273	sulfur compound catabolic process	26	0	1.73	1.00000
GO:0044314	protein K27-linked ubiquitination	17	0	1.13	1.00000
GO:0044320	cellular response to leptin stimulus	14	0	0.93	1.00000
GO:0044321	response to leptin	17	0	1.13	1.00000
GO:0044528	regulation of mitochondrial mRNA stabili...	7	0	0.47	1.00000
GO:0044571	[2Fe-2S] cluster assembly	9	0	0.6	1.00000
GO:0044721	protein import into peroxisome matrix, s...	6	0	0.4	1.00000
GO:0044725	epigenetic programming in the zygotic pr...	10	0	0.67	1.00000
GO:0044743	protein transmembrane import into intrac...	15	0	1	1.00000
GO:0044771	meiotic cell cycle phase transition	13	0	0.87	1.00000
GO:0044804	nucleophagy	22	0	1.47	1.00000
GO:0044827	host-mediated perturbation of viral geno...	11	0	0.73	1.00000
GO:0044829	host-mediated activation of viral genome...	10	0	0.67	1.00000
GO:0044830	host-mediated perturbation of viral RNA ...	6	0	0.4	1.00000
GO:0044837	actomyosin contractile ring organization	10	0	0.67	1.00000
GO:0044854	plasma membrane raft assembly	8	0	0.53	1.00000
GO:0045002	double-strand break repair via single-st...	8	0	0.53	1.00000
GO:0045003	double-strand break repair via synthesis...	9	0	0.6	1.00000
GO:0045006	DNA deamination	10	0	0.67	1.00000
GO:0045008	depyrimidination	8	0	0.53	1.00000
GO:0045022	early endosome to late endosome transpor...	40	0	2.67	1.00000
GO:0045039	protein insertion into mitochondrial inn...	18	0	1.2	1.00000
GO:0045040	protein insertion into mitochondrial out...	11	0	0.73	1.00000
GO:0045046	protein import into peroxisome membrane	6	0	0.4	1.00000
GO:0045047	protein targeting to ER	37	0	2.47	1.00000
GO:0045048	protein insertion into ER membrane	32	0	2.13	1.00000
GO:0045050	protein insertion into ER membrane by st...	12	0	0.8	1.00000
GO:0045054	constitutive secretory pathway	8	0	0.53	1.00000
GO:0045056	transcytosis	15	0	1	1.00000
GO:0045091	regulation of single stranded viral RNA ...	11	0	0.73	1.00000
GO:0045109	intermediate filament organization	19	0	1.27	1.00000
GO:0045141	meiotic telomere clustering	6	0	0.4	1.00000
GO:0045176	apical protein localization	13	0	0.87	1.00000
GO:0045292	mRNA cis splicing, via spliceosome	29	0	1.93	1.00000
GO:0045494	photoreceptor cell maintenance	27	0	1.8	1.00000
GO:0045578	negative regulation of B cell differenti...	6	0	0.4	1.00000
GO:0045623	negative regulation of T-helper cell dif...	15	0	1	1.00000
GO:0045625	regulation of T-helper 1 cell differenti...	7	0	0.47	1.00000
GO:0045628	regulation of T-helper 2 cell differenti...	8	0	0.53	1.00000
GO:0045653	negative regulation of megakaryocyte dif...	6	0	0.4	1.00000
GO:0045654	positive regulation of megakaryocyte dif...	8	0	0.53	1.00000
GO:0045719	negative regulation of glycogen biosynth...	7	0	0.47	1.00000
GO:0045722	positive regulation of gluconeogenesis	19	0	1.27	1.00000
GO:0045725	positive regulation of glycogen biosynth...	15	0	1	1.00000
GO:0045736	negative regulation of cyclin-dependent ...	9	0	0.6	1.00000
GO:0045743	positive regulation of fibroblast growth...	6	0	0.4	1.00000
GO:0045780	positive regulation of bone resorption	8	0	0.53	1.00000
GO:0045838	positive regulation of membrane potentia...	11	0	0.73	1.00000
