GO.ID	Term	Annotated	Significant	Expected	weight01
GO:1902460	regulation of mesenchymal stem cell prol...	6	1	0.41	1.00000
GO:0044818	mitotic G2/M transition checkpoint	53	1	3.61	1.00000
GO:0031110	regulation of microtubule polymerization...	92	3	6.26	1.00000
GO:0086011	membrane repolarization during action po...	20	4	1.36	1.00000
GO:0044819	mitotic G1/S transition checkpoint signa...	17	1	1.16	1.00000
GO:0031111	negative regulation of microtubule polym...	39	2	2.65	1.00000
GO:0060419	heart growth	73	3	4.97	1.00000
GO:0015872	dopamine transport	24	2	1.63	1.00000
GO:0031112	positive regulation of microtubule polym...	35	2	2.38	1.00000
GO:0008643	carbohydrate transport	101	16	6.87	1.00000
GO:0031113	regulation of microtubule polymerization	59	3	4.01	1.00000
GO:0031114	regulation of microtubule depolymerizati...	35	1	2.38	1.00000
GO:0008645	hexose transmembrane transport	86	15	5.85	1.00000
GO:0071305	cellular response to vitamin D	20	1	1.36	1.00000
GO:0086019	cell-cell signaling involved in cardiac ...	19	2	1.29	1.00000
GO:0060441	epithelial tube branching involved in lu...	28	1	1.9	1.00000
GO:0032692	negative regulation of interleukin-1 pro...	20	2	1.36	1.00000
GO:0044843	cell cycle G1/S phase transition	221	23	15.04	1.00000
GO:0060445	branching involved in salivary gland mor...	17	1	1.16	1.00000
GO:0003341	cilium movement	152	7	10.34	1.00000
GO:0007260	tyrosine phosphorylation of STAT protein	17	1	1.16	1.00000
GO:0044837	actomyosin contractile ring organization	10	1	0.68	1.00000
GO:0015810	aspartate transmembrane transport	15	1	1.02	1.00000
GO:1904950	negative regulation of establishment of ...	108	7	7.35	1.00000
GO:0044839	cell cycle G2/M phase transition	149	6	10.14	1.00000
GO:0060439	trachea morphogenesis	9	1	0.61	1.00000
GO:1904951	positive regulation of establishment of ...	263	21	17.89	1.00000
GO:0015812	gamma-aminobutyric acid transport	12	1	0.82	1.00000
GO:0015813	L-glutamate transmembrane transport	25	1	1.7	1.00000
GO:0003333	amino acid transmembrane transport	77	5	5.24	1.00000
GO:0043467	regulation of generation of precursor me...	115	12	7.82	1.00000
GO:0003338	metanephros morphogenesis	17	2	1.16	1.00000
GO:0051453	regulation of intracellular pH	71	4	4.83	1.00000
GO:1990089	response to nerve growth factor	40	3	2.72	1.00000
GO:1902473	regulation of protein localization to sy...	26	1	1.77	1.00000
GO:0015844	monoamine transport	37	4	2.52	1.00000
GO:0043455	regulation of secondary metabolic proces...	13	1	0.88	1.00000
GO:0071496	cellular response to external stimulus	65	7	4.42	1.00000
GO:0043457	regulation of cellular respiration	38	1	2.59	1.00000
GO:0032660	regulation of interleukin-17 production	24	3	1.63	1.00000
GO:0015849	organic acid transport	241	22	16.4	1.00000
GO:0035883	enteroendocrine cell differentiation	23	4	1.56	1.00000
GO:0032663	regulation of interleukin-2 production	39	6	2.65	1.00000
GO:0035886	vascular associated smooth muscle cell d...	24	3	1.63	1.00000
GO:0015833	peptide transport	190	20	12.93	1.00000
GO:0043485	endosome to pigment granule transport	10	1	0.68	1.00000
GO:0015837	amine transport	48	4	3.27	1.00000
GO:0043487	regulation of RNA stability	180	17	12.25	1.00000
GO:0008608	attachment of spindle microtubules to ki...	52	1	3.54	1.00000
GO:0043488	regulation of mRNA stability	165	15	11.23	1.00000
GO:0043489	RNA stabilization	77	8	5.24	1.00000
GO:0035872	nucleotide-binding domain, leucine rich ...	25	1	1.7	1.00000
GO:0007272	ensheathment of neurons	125	12	8.5	1.00000
GO:0032652	regulation of interleukin-1 production	73	7	4.97	1.00000
GO:0032653	regulation of interleukin-10 production	34	4	2.31	1.00000
GO:0032655	regulation of interleukin-12 production	38	7	2.59	1.00000
GO:0007276	gamete generation	560	33	38.1	1.00000
GO:0032656	regulation of interleukin-13 production	15	1	1.02	1.00000
GO:1901096	regulation of autophagosome maturation	16	1	1.09	1.00000
GO:0043470	regulation of carbohydrate catabolic pro...	54	6	3.67	1.00000
GO:1901099	negative regulation of signal transducti...	27	5	1.84	1.00000
GO:0003301	physiological cardiac muscle hypertrophy	20	1	1.36	1.00000
GO:0031102	neuron projection regeneration	46	4	3.13	1.00000
GO:0043476	pigment accumulation	12	2	0.82	1.00000
GO:0032680	regulation of tumor necrosis factor prod...	118	11	8.03	1.00000
GO:0035821	modulation of process of another organis...	93	5	6.33	1.00000
GO:0086009	membrane repolarization	35	6	2.38	1.00000
GO:0031109	microtubule polymerization or depolymeri...	137	4	9.32	1.00000
GO:0003309	type B pancreatic cell differentiation	22	4	1.5	1.00000
GO:0035825	homologous recombination	51	3	3.47	1.00000
GO:1903599	positive regulation of autophagy of mito...	26	2	1.77	1.00000
GO:0035812	renal sodium excretion	9	2	0.61	1.00000
GO:0032673	regulation of interleukin-4 production	18	1	1.22	1.00000
GO:0032675	regulation of interleukin-6 production	105	9	7.14	1.00000
GO:0032677	regulation of interleukin-8 production	56	4	3.81	1.00000
GO:0071450	cellular response to oxygen radical	16	1	1.09	1.00000
GO:0071451	cellular response to superoxide	16	1	1.09	1.00000
GO:0015802	basic amino acid transport	18	1	1.22	1.00000
GO:0043412	macromolecule modification	1997	114	135.87	1.00000
GO:0015803	branched-chain amino acid transport	10	1	0.68	1.00000
GO:0071453	cellular response to oxygen levels	148	25	10.07	1.00000
GO:0043413	macromolecule glycosylation	155	12	10.55	1.00000
GO:0009064	glutamine family amino acid metabolic pr...	49	8	3.33	1.00000
GO:0009066	aspartate family amino acid metabolic pr...	40	3	2.72	1.00000
GO:0015807	L-amino acid transport	69	6	4.69	1.00000
GO:0032620	interleukin-17 production	24	3	1.63	1.00000
GO:0032623	interleukin-2 production	39	6	2.65	1.00000
GO:0051443	positive regulation of ubiquitin-protein...	10	1	0.68	1.00000
GO:0051445	regulation of meiotic cell cycle	50	3	3.4	1.00000
GO:0032627	interleukin-23 production	6	1	0.41	1.00000
GO:0007249	canonical NF-kappaB signal transduction	291	17	19.8	1.00000
GO:0031294	lymphocyte costimulation	29	4	1.97	1.00000
GO:0009056	catabolic process	2273	179	154.64	1.00000
GO:0009057	macromolecule catabolic process	1344	79	91.44	1.00000
GO:0009058	biosynthetic process	6153	377	418.62	1.00000
GO:0032610	interleukin-1 alpha production	6	1	0.41	1.00000
GO:0009059	macromolecule biosynthetic process	5322	303	362.08	1.00000
GO:0032611	interleukin-1 beta production	63	6	4.29	1.00000
GO:0032612	interleukin-1 production	73	7	4.97	1.00000
GO:0032613	interleukin-10 production	34	4	2.31	1.00000
GO:0032615	interleukin-12 production	38	7	2.59	1.00000
GO:0032616	interleukin-13 production	15	1	1.02	1.00000
GO:0051438	regulation of ubiquitin-protein transfer...	22	1	1.5	1.00000
GO:0009081	branched-chain amino acid metabolic proc...	24	2	1.63	1.00000
GO:0071472	cellular response to salt stress	12	1	0.82	1.00000
GO:0043433	negative regulation of DNA-binding trans...	52	1	3.54	1.00000
GO:0043436	oxoacid metabolic process	703	73	47.83	1.00000
GO:0032640	tumor necrosis factor production	118	11	8.03	1.00000
GO:0071478	cellular response to radiation	158	8	10.75	1.00000
GO:0022029	telencephalon cell migration	46	3	3.13	1.00000
GO:0032642	regulation of chemokine production	65	3	4.42	1.00000
GO:0099622	cardiac muscle cell membrane repolarizat...	27	4	1.84	1.00000
GO:0099623	regulation of cardiac muscle cell membra...	18	1	1.22	1.00000
GO:0042063	gliogenesis	264	24	17.96	1.00000
GO:1903555	regulation of tumor necrosis factor supe...	121	11	8.23	1.00000
GO:0099625	ventricular cardiac muscle cell membrane...	19	3	1.29	1.00000
GO:1903556	negative regulation of tumor necrosis fa...	45	4	3.06	1.00000
GO:1903557	positive regulation of tumor necrosis fa...	76	8	5.17	1.00000
GO:0032648	regulation of interferon-beta production	56	2	3.81	1.00000
GO:0032649	regulation of type II interferon product...	65	4	4.42	1.00000
GO:0042069	regulation of catecholamine metabolic pr...	14	2	0.95	1.00000
GO:0009072	aromatic amino acid metabolic process	24	1	1.63	1.00000
GO:1903580	positive regulation of ATP metabolic pro...	31	5	2.11	1.00000
GO:1990000	amyloid fibril formation	38	1	2.59	1.00000
GO:1901071	glucosamine-containing compound metaboli...	20	2	1.36	1.00000
GO:0032633	interleukin-4 production	18	1	1.22	1.00000
GO:0032635	interleukin-6 production	105	9	7.14	1.00000
GO:0032637	interleukin-8 production	56	4	3.81	1.00000
GO:0042058	regulation of epidermal growth factor re...	56	4	3.81	1.00000
GO:0044550	secondary metabolite biosynthetic proces...	18	1	1.22	1.00000
GO:0031268	pseudopodium organization	13	1	0.88	1.00000
GO:0031269	pseudopodium assembly	13	1	0.88	1.00000
GO:1903573	negative regulation of response to endop...	46	2	3.13	1.00000
GO:0099643	signal release from synapse	108	11	7.35	1.00000
GO:0072594	establishment of protein localization to...	422	19	28.71	1.00000
GO:0072595	maintenance of protein localization in o...	41	2	2.79	1.00000
GO:0099645	neurotransmitter receptor localization t...	29	1	1.97	1.00000
GO:1903578	regulation of ATP metabolic process	63	6	4.29	1.00000
GO:1901028	regulation of mitochondrial outer membra...	22	1	1.5	1.00000
GO:0042088	T-helper 1 type immune response	37	4	2.52	1.00000
GO:0022030	telencephalon glial cell migration	26	2	1.77	1.00000
GO:0072599	establishment of protein localization to...	40	5	2.72	1.00000
GO:0043401	steroid hormone receptor signaling pathw...	118	8	8.03	1.00000
GO:0043405	regulation of MAP kinase activity	47	2	3.2	1.00000
GO:0022037	metencephalon development	94	7	6.4	1.00000
GO:0022038	corpus callosum development	23	1	1.56	1.00000
GO:2001169	regulation of ATP biosynthetic process	17	2	1.16	1.00000
GO:1903522	regulation of blood circulation	175	26	11.91	1.00000
GO:1903523	negative regulation of blood circulation	15	1	1.02	1.00000
GO:0099633	protein localization to postsynaptic spe...	29	1	1.97	1.00000
GO:1903524	positive regulation of blood circulation	20	5	1.36	1.00000
GO:0099637	neurotransmitter receptor transport	17	1	1.16	1.00000
GO:0046390	ribose phosphate biosynthetic process	167	9	11.36	1.00000
GO:0046395	carboxylic acid catabolic process	191	29	12.99	1.00000
GO:0000266	mitochondrial fission	38	1	2.59	1.00000
GO:0009048	dosage compensation by inactivation of X...	21	1	1.43	1.00000
GO:0032602	chemokine production	65	3	4.42	1.00000
GO:1903513	endoplasmic reticulum to cytosol transpo...	28	2	1.9	1.00000
GO:1903514	release of sequestered calcium ion into ...	28	3	1.9	1.00000
GO:0032606	type I interferon production	111	4	7.55	1.00000
GO:0032608	interferon-beta production	56	2	3.81	1.00000
GO:0032609	type II interferon production	65	4	4.42	1.00000
GO:0031272	regulation of pseudopodium assembly	12	1	0.82	1.00000
GO:0106056	regulation of calcineurin-mediated signa...	31	6	2.11	1.00000
GO:0106057	negative regulation of calcineurin-media...	13	4	0.88	1.00000
GO:0106058	positive regulation of calcineurin-media...	15	1	1.02	1.00000
GO:0140448	signaling receptor ligand precursor proc...	35	3	2.38	1.00000
GO:0000280	nuclear division	365	15	24.83	1.00000
GO:1903530	regulation of secretion by cell	391	41	26.6	1.00000
GO:0000288	nuclear-transcribed mRNA catabolic proce...	58	4	3.95	1.00000
GO:1903533	regulation of protein targeting	73	5	4.97	1.00000
GO:0060113	inner ear receptor cell differentiation	47	3	3.2	1.00000
GO:0042044	fluid transport	19	1	1.29	1.00000
GO:1903539	protein localization to postsynaptic mem...	43	1	2.93	1.00000
GO:0060119	inner ear receptor cell development	36	3	2.45	1.00000
GO:0000271	polysaccharide biosynthetic process	47	6	3.2	1.00000
GO:0000272	polysaccharide catabolic process	24	3	1.63	1.00000
GO:0046364	monosaccharide biosynthetic process	81	7	5.51	1.00000
GO:0031214	biomineral tissue development	125	20	8.5	1.00000
GO:1902165	regulation of intrinsic apoptotic signal...	16	2	1.09	1.00000
GO:0046365	monosaccharide catabolic process	43	1	2.93	1.00000
GO:0003416	endochondral bone growth	25	3	1.7	1.00000
GO:0052547	regulation of peptidase activity	15	3	1.02	1.00000
GO:0000278	mitotic cell cycle	814	40	55.38	1.00000
GO:0046368	GDP-L-fucose metabolic process	7	1	0.48	1.00000
GO:0003418	growth plate cartilage chondrocyte diffe...	8	2	0.54	1.00000
GO:0060142	regulation of syncytium formation by pla...	16	1	1.09	1.00000
GO:0060147	regulation of post-transcriptional gene ...	26	1	1.77	1.00000
GO:0060149	negative regulation of post-transcriptio...	15	1	1.02	1.00000
GO:0106027	neuron projection organization	75	5	5.1	1.00000
GO:0072574	hepatocyte proliferation	16	2	1.09	1.00000
GO:0072575	epithelial cell proliferation involved i...	16	2	1.09	1.00000
GO:0072576	liver morphogenesis	18	2	1.22	1.00000
GO:0051168	nuclear export	159	5	10.82	1.00000
GO:2001141	regulation of RNA biosynthetic process	2609	149	177.5	1.00000
GO:0051169	nuclear transport	311	16	21.16	1.00000
GO:0044539	long-chain fatty acid import into cell	17	3	1.16	1.00000
GO:0080171	lytic vacuole organization	105	5	7.14	1.00000
GO:0003433	chondrocyte development involved in endo...	8	2	0.54	1.00000
GO:0106014	regulation of inflammatory response to w...	7	1	0.48	1.00000
GO:0046385	deoxyribose phosphate biosynthetic proce...	15	2	1.02	1.00000
GO:0046386	deoxyribose phosphate catabolic process	25	5	1.7	1.00000
GO:0072522	purine-containing compound biosynthetic ...	241	19	16.4	1.00000
GO:0051153	regulation of striated muscle cell diffe...	65	4	4.42	1.00000
GO:0072524	pyridine-containing compound metabolic p...	156	15	10.61	1.00000
GO:1903504	regulation of mitotic spindle checkpoint	22	1	1.5	1.00000
GO:0072525	pyridine-containing compound biosyntheti...	25	3	1.7	1.00000
GO:0002065	columnar/cuboidal epithelial cell differ...	71	6	4.83	1.00000
GO:0051156	glucose 6-phosphate metabolic process	25	1	1.7	1.00000
GO:0002066	columnar/cuboidal epithelial cell develo...	20	3	1.36	1.00000
GO:0072527	pyrimidine-containing compound metabolic...	67	9	4.56	1.00000
GO:0002068	glandular epithelial cell development	9	1	0.61	1.00000
GO:1903509	liposaccharide metabolic process	88	6	5.99	1.00000
GO:0002069	columnar/cuboidal epithelial cell matura...	8	1	0.54	1.00000
GO:1905314	semi-lunar valve development	34	7	2.31	1.00000
GO:1902175	regulation of oxidative stress-induced i...	35	3	2.38	1.00000
GO:0000245	spliceosomal complex assembly	73	1	4.97	1.00000
GO:0051180	vitamin transport	37	4	2.52	1.00000
GO:0120161	regulation of cold-induced thermogenesis	114	13	7.76	1.00000
GO:0106030	neuron projection fasciculation	16	2	1.09	1.00000
GO:0043170	macromolecule metabolic process	6959	405	473.45	1.00000
GO:1902110	positive regulation of mitochondrial mem...	35	1	2.38	1.00000
GO:0051179	localization	4137	287	281.46	1.00000
GO:1905332	positive regulation of morphogenesis of ...	28	2	1.9	1.00000
GO:0043173	nucleotide salvage	30	2	2.04	1.00000
GO:0043174	nucleoside salvage	12	1	0.82	1.00000
GO:1902117	positive regulation of organelle assembl...	89	2	6.06	1.00000
GO:0120180	cell-substrate junction disassembly	13	2	0.88	1.00000
GO:0002070	epithelial cell maturation	18	1	1.22	1.00000
GO:0120182	regulation of focal adhesion disassembly	11	1	0.75	1.00000
GO:0051125	regulation of actin nucleation	30	3	2.04	1.00000
GO:0051127	positive regulation of actin nucleation	10	1	0.68	1.00000
GO:0072538	T-helper 17 type immune response	38	6	2.59	1.00000
GO:0072539	T-helper 17 cell differentiation	27	4	1.84	1.00000
GO:0043122	regulation of canonical NF-kappaB signal...	268	17	18.23	1.00000
GO:0080134	regulation of response to stress	1145	73	77.9	1.00000
GO:0071166	ribonucleoprotein complex localization	12	1	0.82	1.00000
GO:0006399	tRNA metabolic process	199	4	13.54	1.00000
GO:0046349	amino sugar biosynthetic process	13	2	0.88	1.00000
GO:0120178	steroid hormone biosynthetic process	29	4	1.97	1.00000
GO:0002029	desensitization of G protein-coupled rec...	12	1	0.82	1.00000
GO:0043112	receptor metabolic process	71	3	4.83	1.00000
GO:0043113	receptor clustering	55	3	3.74	1.00000
GO:0060294	cilium movement involved in cell motilit...	123	6	8.37	1.00000
GO:0060295	regulation of cilium movement involved i...	13	1	0.88	1.00000
GO:0051147	regulation of muscle cell differentiatio...	117	11	7.96	1.00000
GO:0051148	negative regulation of muscle cell diffe...	53	1	3.61	1.00000
GO:0043144	sno(s)RNA processing	13	1	0.88	1.00000
GO:0051132	NK T cell activation	14	2	0.95	1.00000
GO:0006360	transcription by RNA polymerase I	69	3	4.69	1.00000
GO:0071173	spindle assembly checkpoint signaling	45	1	3.06	1.00000
GO:0071174	mitotic spindle checkpoint signaling	45	1	3.06	1.00000
GO:0006366	transcription by RNA polymerase II	2125	122	144.57	1.00000
GO:0006367	transcription initiation at RNA polymera...	163	4	11.09	1.00000
GO:1902100	negative regulation of metaphase/anaphas...	48	1	3.27	1.00000
GO:0006352	DNA-templated transcription initiation	201	5	13.68	1.00000
GO:0015693	magnesium ion transport	18	1	1.22	1.00000
GO:1902105	regulation of leukocyte differentiation	225	20	15.31	1.00000
GO:1902106	negative regulation of leukocyte differe...	78	7	5.31	1.00000
GO:0006356	regulation of transcription by RNA polym...	46	2	3.13	1.00000
GO:1902107	positive regulation of leukocyte differe...	136	11	9.25	1.00000
GO:0015697	quaternary ammonium group transport	10	2	0.68	1.00000
GO:1902108	regulation of mitochondrial membrane per...	42	1	2.86	1.00000
GO:0006359	regulation of transcription by RNA polym...	29	2	1.97	1.00000
GO:0014072	response to isoquinoline alkaloid	13	2	0.88	1.00000
GO:0014074	response to purine-containing compound	98	14	6.67	1.00000
GO:0003161	cardiac conduction system development	25	1	1.7	1.00000
